"ChangeId","DateTime","Name","ProvisioningStepType","Status","Description"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","EntryImportUpdate","import","success","Received Group 'GRP-AWS-Security' change of type (Update) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","EntrySynchronizationScoping","scoping","success","Determine if Group in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","EntryExportUpdate","export","success","Group 'GRP-AWS-Security' was updated in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntryImportAdd","import","success","Received Group 'GRP-AWS-Engineering' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntrySynchronizationScoping","scoping","success","Determine if Group in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntrySynchronizationAdd","matching","success","Group 'GRP-AWS-Engineering' will be created in AWSSingleSignon (Group is active and assigned in Microsoft Entra ID, but no matching Group was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntryExportAdd","export","success","Group 'GRP-AWS-Engineering' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntryImportAdd","import","success","Received Group 'GRP-AWS-DevOps' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntrySynchronizationScoping","scoping","success","Determine if Group in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntrySynchronizationAdd","matching","success","Group 'GRP-AWS-DevOps' will be created in AWSSingleSignon (Group is active and assigned in Microsoft Entra ID, but no matching Group was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntryExportAdd","export","success","Group 'GRP-AWS-DevOps' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntryImportAdd","import","success","Received Group 'GRP-AWS-Security' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntrySynchronizationScoping","scoping","success","Determine if Group in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntrySynchronizationAdd","matching","success","Group 'GRP-AWS-Security' will be created in AWSSingleSignon (Group is active and assigned in Microsoft Entra ID, but no matching Group was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","EntryExportAdd","export","success","Group 'GRP-AWS-Security' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'bmaziarz@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'bmaziarz@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'bmaziarz@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'gcrone@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'gcrone@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'gcrone@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'bmershon@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'bmershon@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'bmershon@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'apaschall@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'apaschall@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'apaschall@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'bmcgrew@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'bmcgrew@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'bmcgrew@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'dresendes@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'dresendes@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'dresendes@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'ccalvery@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'ccalvery@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'ccalvery@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'afleitas@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'afleitas@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'afleitas@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'agaliano@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'agaliano@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'agaliano@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'ematarazzo@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'ematarazzo@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'ematarazzo@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'clovato@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'clovato@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'clovato@IDSentinelSolutions.com' was created in AWSSingleSignon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryImportAdd","import","success","Received User 'eclausing@IDSentinelSolutions.com' change of type (Add) from Microsoft Entra ID"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationScoping","scoping","success","Determine if User in scope by evaluating against each scoping filter"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntrySynchronizationAdd","matching","success","User 'eclausing@IDSentinelSolutions.com' will be created in AWSSingleSignon (User is active and assigned in Microsoft Entra ID, but no matching User was found in AWSSingleSignon)"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","EntryExportAdd","export","success","User 'eclausing@IDSentinelSolutions.com' was created in AWSSingleSignon"
